Date,ID,Address,Street,Neighbourhood,City,Price,Bathroom,Bedroom,Link
2020-11-03,l900491,33 Anderson Pl,Anderson Pl,Aurora Highlands,Aurora,$739000,4 baths,3 beds,https://aurora.listing.ca/33-anderson-pl.N4973648.htm#9h-d
2020-11-03,l900292,27 Weslock Cres,Weslock Cres,Bayview Northeast,Aurora,$1378000,5 baths,4+1 beds,https://aurora.listing.ca/27-weslock-cres.N4973461.htm#9h-e
2020-11-03,l899819,204 Kemano Rd,Kemano Rd,Aurora Heights,Aurora,$1199900,3 baths,4 beds,https://aurora.listing.ca/204-kemano-rd.N4972586.htm#9h-f
2020-11-04,l904330,14 Sunray Pl,Sunray Pl,Aurora Heights,Aurora,$1649900,4 baths,4 beds,https://aurora.listing.ca/14-sunray-pl.N4978229.htm#9h-1
2020-11-04,l904315,14 Mary St,Mary St,Aurora Village,Aurora,$1199000,3 baths,3+1 beds,https://aurora.listing.ca/14-mary-st.N4978413.htm#9h-2
2020-11-04,l904298,4 Morning Cres,Morning Cres,Aurora Highlands,Aurora,$1598800,4 baths,3+2 beds,https://aurora.listing.ca/4-morning-cres.N4978112.htm#9h-3
2020-11-05,l905056,6 Mckee Crt,Mckee Crt,Rural Aurora,Aurora,$1198800,5 baths,4+1 beds,https://aurora.listing.ca/6-mckee-crt.N4979300.htm#9h-1
2020-11-05,l905048,19 Timpson Dr,Timpson Dr,Aurora Highlands,Aurora,$999786,4 baths,4+1 beds,https://aurora.listing.ca/19-timpson-dr.N4979194.htm#9h-2
2020-11-05,l904641,555 William Graham Dr 237,William Graham Dr,Rural Aurora,Aurora,$524900,2 baths,1+1 beds,https://aurora.listing.ca/555-william-graham-dr-237.N4978678.htm#9h-3
2020-11-06,l906403,98 Vines Pl,Vines Pl,Bayview Southeast,Aurora,$1739000,5 baths,4+2 beds,https://aurora.listing.ca/98-vines-pl.N4980882.htm#9h-1
2020-11-06,l906319,93 Snedden Ave,Snedden Ave,Bayview Wellington,Aurora,$699000,3 baths,3 beds,https://aurora.listing.ca/93-snedden-ave.N4980652.htm#9h-2
2020-11-06,l906053,46 Mosley St,Mosley St,Aurora Village,Aurora,$1398000,3 baths,4 beds,https://aurora.listing.ca/46-mosley-st.N4980198.htm#9h-3
2020-11-06,l905952,46 Dunham Crt,Dunham Crt,Aurora Heights,Aurora,$1299000,2 baths,3+1 beds,https://aurora.listing.ca/46-dunham-crt.N4980455.htm#9h-4
2020-11-06,l905550,23 Marshview Ave,Marshview Ave,Bayview Northeast,Aurora,$789888,3 baths,3+1 beds,https://aurora.listing.ca/23-marshview-ave.N4979847.htm#9h-5
2020-11-06,l905519,109 Watkins Glen Cres,Watkins Glen Cres,Bayview Wellington,Aurora,$899900,3 baths,3 beds,https://aurora.listing.ca/109-watkins-glen-cres.N4979446.htm#9h-6
2020-11-06,l905513,85 Wellington St,Wellington St,Aurora Village,Aurora,$1150000,2 baths,4 beds,https://aurora.listing.ca/85-wellington-st.N4979388.htm#9h-7
2020-11-06,l905323,15277 Yonge St 308B,Yonge St,Aurora Village,Aurora,$499900,1 baths,1 beds,https://aurora.listing.ca/15277-yonge-st-308b.N4979571.htm#9h-8
2020-11-09,l908017,12 Hawthorne Lane,Hawthorne Lane,Aurora Village,Aurora,$1699999,3 baths,3+1 beds,https://aurora.listing.ca/12-hawthorne-lane.N4982863.htm#9h-1
2020-11-09,l908016,26 Hunters Glen Rd,Hunters Glen Rd,Aurora Estates,Aurora,$2490000,4 baths,4+1 beds,https://aurora.listing.ca/26-hunters-glen-rd.N4982862.htm#9h-2
2020-11-09,l907840,305 Kennedy St,Kennedy St,Aurora Highlands,Aurora,$1340000,3 baths,4 beds,https://aurora.listing.ca/305-kennedy-st.N4982708.htm#9h-3
2020-11-09,l907670,68 Haverhill Terr,Haverhill Terr,Bayview Wellington,Aurora,$1099000,4 baths,4+1 beds,https://aurora.listing.ca/68-haverhill-terr.N4982440.htm#9h-4
2020-11-09,l907430,15 Buttonwood Tr,Buttonwood Tr,Aurora Highlands,Aurora,$1049900,3 baths,4 beds,https://aurora.listing.ca/15-buttonwood-tr.N4982272.htm#9h-5
2020-11-09,l906749,19 Hodgkinson Cres,Hodgkinson Cres,Hills of St Andrew,Aurora,$2648800,4 baths,4 beds,https://aurora.listing.ca/19-hodgkinson-cres.N4981353.htm#9h-6
2020-11-09,l906720,149 Kennedy St,Kennedy St,Aurora Village,Aurora,$2375000,3 baths,3+1 beds,https://aurora.listing.ca/149-kennedy-st.N4981035.htm#9h-7
2020-11-09,l906711,78 Davina Circ,Davina Circ,Aurora Estates,Aurora,$1300000,0 baths,0 beds,https://aurora.listing.ca/78-davina-circ.N4980952.htm#9h-8
2020-11-09,l908540,64 Sandfield Dr,Sandfield Dr,Aurora Highlands,Aurora,$890000,3 baths,3 beds,https://aurora.listing.ca/64-sandfield-dr.N4983348.htm#9h-1
2020-11-09,l908431,555 William Graham Dr 244,William Graham Dr,Bayview Wellington,Aurora,$719800,2 baths,2+1 beds,https://aurora.listing.ca/555-william-graham-dr-244.N4983492.htm#9h-2
2020-11-09,l908415,329 Milestone Cres,Milestone Cres,Aurora Village,Aurora,$588000,2 baths,3 beds,https://aurora.listing.ca/329-milestone-cres.N4971938.htm#9h-3
2020-11-10,l909041,33 Devins Dr,Devins Dr,Aurora Heights,Aurora,$1038000,2 baths,3+1 beds,https://aurora.listing.ca/33-devins-dr.N4984267.htm#9h-1
2020-11-10,l909030,8 Lanewood Dr,Lanewood Dr,Hills of St Andrew,Aurora,$1299000,2 baths,3 beds,https://aurora.listing.ca/8-lanewood-dr.N4984065.htm#9h-2
2020-11-10,l909018,11 Kennedy St,Kennedy St,Aurora Village,Aurora,$1295000,5 baths,4 beds,https://aurora.listing.ca/11-kennedy-st.N4983920.htm#9h-3
2020-11-11,l910157,230 Pinnacle Tr,Pinnacle Tr,Bayview Wellington,Aurora,$789000,4 baths,3 beds,https://aurora.listing.ca/230-pinnacle-tr.N4985326.htm#9h-1
2020-11-11,l910150,22 Davina Circ,Davina Circ,Aurora Estates,Aurora,$1150000,0 baths,0 beds,https://aurora.listing.ca/22-davina-circ.N4985072.htm#9h-2
2020-11-11,l909963,111 Civic Square Gate 207,Civic Square Gate,Bayview Wellington,Aurora,$649900,2 baths,2 beds,https://aurora.listing.ca/111-civic-square-gate-207.N4985389.htm#9h-3
2020-11-11,l910724,24 Fielding Dr,Fielding Dr,Aurora Heights,Aurora,$999000,3 baths,3 beds,https://aurora.listing.ca/24-fielding-dr.N4986295.htm#9h-1
2020-11-11,l910708,32 Moffat Cres,Moffat Cres,Aurora Heights,Aurora,$899000,3 baths,4 beds,https://aurora.listing.ca/32-moffat-cres.N4985998.htm#9h-2
2020-11-12,l911110,296 Elyse Crt,Elyse Crt,Bayview Northeast,Aurora,$799000,4 baths,3+1 beds,https://aurora.listing.ca/296-elyse-crt.N4986323.htm#9h-1
2020-11-13,l912758,11 Fielding Dr,Fielding Dr,Aurora Heights,Aurora,$1199000,3 baths,4 beds,https://aurora.listing.ca/11-fielding-dr.N4988644.htm#9h-1
2020-11-13,l912631,555 William Graham Dr 213,William Graham Dr,Rural Aurora,Aurora,$748000,2 baths,2 beds,https://aurora.listing.ca/555-william-graham-dr-213.N4988868.htm#9h-2
2020-11-13,l912431,196 Old Yonge St,Old Yonge St,Aurora Village,Aurora,$929900,3 baths,4 beds,https://aurora.listing.ca/196-old-yonge-st.N4988361.htm#9h-3
2020-11-13,l912171,21 Wenderly Dr,Wenderly Dr,Aurora Village,Aurora,$799900,2 baths,2 beds,https://aurora.listing.ca/21-wenderly-dr.N4987701.htm#9h-4
2020-11-13,l911731,104 Limeridge St,Limeridge St,Bayview Wellington,Aurora,$839000,3 baths,3 beds,https://aurora.listing.ca/104-limeridge-st.N4987443.htm#9h-5
2020-11-13,l911727,11 Watkins Glen Cres,Watkins Glen Cres,Bayview Wellington,Aurora,$899000,4 baths,3+1 beds,https://aurora.listing.ca/11-watkins-glen-cres.N4987381.htm#9h-6
2020-11-13,l911725,18 Davidson Rd,Davidson Rd,Aurora Highlands,Aurora,$899000,2 baths,2+1 beds,https://aurora.listing.ca/18-davidson-rd.N4987320.htm#9h-7
2020-11-13,l911711,160 Carlyle Cres,Carlyle Cres,Aurora Highlands,Aurora,$1099000,4 baths,4+1 beds,https://aurora.listing.ca/160-carlyle-cres.N4987203.htm#9h-8
2020-11-16,l913946,198 Championship Circle Pl,Championship Circle Pl,Aurora Estates,Aurora,$2399000,6 baths,4+1 beds,https://aurora.listing.ca/198-championship-circle-pl.N4989979.htm#9h-1
2020-11-16,l913945,386 William Graham Dr,William Graham Dr,Rural Aurora,Aurora,$948900,3 baths,3 beds,https://aurora.listing.ca/386-william-graham-dr.N4989963.htm#9h-2
2020-11-16,l913629,36 Carriage Walk,Carriage Walk,Bayview Wellington,Aurora,$818000,2 baths,2 beds,https://aurora.listing.ca/36-carriage-walk.N4989659.htm#9h-3
2020-11-16,l913522,346 Elyse Crt,Elyse Crt,Bayview Northeast,Aurora,$1049888,4 baths,4 beds,https://aurora.listing.ca/346-elyse-crt.N4989530.htm#9h-4
2020-11-16,l913034,555 William Graham Dr 213,William Graham Dr,Rural Aurora,Aurora,$748000,2 baths,2 beds,https://aurora.listing.ca/555-william-graham-dr-213.N4988868.htm#9h-5
2020-11-17,l915205,31 Buchanan Cres,Buchanan Cres,Aurora Village,Aurora,$993000,4 baths,4 beds,https://aurora.listing.ca/31-buchanan-cres.N4991510.htm#9h-1
2020-11-17,l914928,19 Mcroberts Pl,Mcroberts Pl,Aurora Estates,Aurora,$3680000,5 baths,4+2 beds,https://aurora.listing.ca/19-mcroberts-pl.N4990861.htm#9h-2
2020-11-17,l914919,11 Fielding Dr,Fielding Dr,Aurora Heights,Aurora,$1199000,3 baths,4 beds,https://aurora.listing.ca/11-fielding-dr.N4988644.htm#9h-3
2020-11-17,l915521,12 Dawlish Ave,Dawlish Ave,Aurora Highlands,Aurora,$1158000,4 baths,4+2 beds,https://aurora.listing.ca/12-dawlish-ave.N4991863.htm#9h-1
2020-11-17,l915449,200 Alex Gardner Circ 27,Alex Gardner Circ,Aurora Village,Aurora,$685000,3 baths,3 beds,https://aurora.listing.ca/200-alex-gardner-circ-27.N4991957.htm#9h-2
2020-11-17,l915313,200 Alex Gardner Circ,Alex Gardner Circ,Aurora Village,Aurora,$710000,3 baths,3 beds,https://aurora.listing.ca/200-alex-gardner-circ.N4991840.htm#9h-3
2020-11-18,l916209,79 Batson Dr,Batson Dr,Aurora Village,Aurora,$999000,4 baths,4 beds,https://aurora.listing.ca/79-batson-dr.N4992688.htm#9h-1
2020-11-18,l916142,10 Stocks Lane,Stocks Lane,Rural Aurora,Aurora,$729000,3 baths,2 beds,https://aurora.listing.ca/10-stocks-lane.N4992570.htm#9h-2
2020-11-18,l915946,220 Degraaf Cres,Degraaf Cres,Rural Aurora,Aurora,$1238000,3 baths,4+1 beds,https://aurora.listing.ca/220-degraaf-cres.N4992230.htm#9h-3
2020-11-18,l916525,32 Foreht Cres,Foreht Cres,Aurora Heights,Aurora,$899000,2 baths,3+3 beds,https://aurora.listing.ca/32-foreht-cres.N4993117.htm#9h-1
2020-11-18,l916503,34 Petch Cres,Petch Cres,Aurora Highlands,Aurora,$1199900,3 baths,4 beds,https://aurora.listing.ca/34-petch-cres.N4992930.htm#9h-2
2020-11-19,l917189,187 Lewis Honey Dr,Lewis Honey Dr,Bayview Northeast,Aurora,$599900,3 baths,3 beds,https://aurora.listing.ca/187-lewis-honey-dr.N4993896.htm#9h-1
2020-11-19,l916792,14924 Yonge St 521,Yonge St,Aurora Highlands,Aurora,$509900,1 baths,1+1 beds,https://aurora.listing.ca/14924-yonge-st-521.N4993662.htm#9h-2
2020-11-20,l918098,22 Carriage Walk,Carriage Walk,Bayview Wellington,Aurora,$777777,3 baths,3 beds,https://aurora.listing.ca/22-carriage-walk.N4995041.htm#9h-1
2020-11-20,l917897,17 Delattaye Ave,Delattaye Ave,Bayview Northeast,Aurora,$1199999,4 baths,4 beds,https://aurora.listing.ca/17-delattaye-ave.N4994681.htm#9h-2
2020-11-20,l917875,88 Kennedy St,Kennedy St,Aurora Village,Aurora,$2248888,4 baths,4 beds,https://aurora.listing.ca/88-kennedy-st.N4889539.htm#9h-3
2020-11-20,l917354,33 Anderson Pl,Anderson Pl,Aurora Highlands,Aurora,$734900,4 baths,3 beds,https://aurora.listing.ca/33-anderson-pl.N4994315.htm#9h-4
2020-11-20,l918497,201 Willis Dr,Willis Dr,Aurora Highlands,Aurora,$1499900,6 baths,4+3 beds,https://aurora.listing.ca/201-willis-dr.N4995577.htm#9h-1
2020-11-20,l918494,77 Zokol Dr,Zokol Dr,Bayview Northeast,Aurora,$850000,4 baths,4 beds,https://aurora.listing.ca/77-zokol-dr.N4995543.htm#9h-2
2020-11-20,l918468,22 Allenvale Dr,Allenvale Dr,Aurora Highlands,Aurora,$1179900,2 baths,3 beds,https://aurora.listing.ca/22-allenvale-dr.N4995253.htm#9h-3
2020-11-23,l919835,87 Deerhorn Cres,Deerhorn Cres,Aurora Highlands,Aurora,$1488000,3 baths,2+2 beds,https://aurora.listing.ca/87-deerhorn-cres.N4997126.htm#9h-1
2020-11-23,l919726,33 Hollingshead Dr,Hollingshead Dr,Aurora Village,Aurora,$938000,3 baths,3 beds,https://aurora.listing.ca/33-hollingshead-dr.N4997004.htm#9h-2
2020-11-23,l919447,92 Elderberry Tr,Elderberry Tr,Aurora Estates,Aurora,$3188888,6 baths,4+2 beds,https://aurora.listing.ca/92-elderberry-tr.N4996562.htm#9h-3
2020-11-23,l919446,83 Treegrove Circ,Treegrove Circ,Hills of St Andrew,Aurora,$1999000,4 baths,4 beds,https://aurora.listing.ca/83-treegrove-circ.N4995193.htm#9h-4
2020-11-23,l919298,38 Peter Miller St,Peter Miller St,Rural Aurora,Aurora,$1199900,4 baths,4 beds,https://aurora.listing.ca/38-peter-miller-st.N4996453.htm#9h-5
2020-11-23,l918912,26 Botelho Circ,Botelho Circ,Aurora Village,Aurora,$1798000,5 baths,5 beds,https://aurora.listing.ca/26-botelho-circ.N4995716.htm#9h-6
2020-11-23,l920099,11 Kennedy St,Kennedy St,Aurora Village,Aurora,$1289900,5 baths,4 beds,https://aurora.listing.ca/11-kennedy-st.N4997458.htm#9h-1
2020-11-24,l920450,69 Nisbet Dr,Nisbet Dr,Aurora Highlands,Aurora,$1169800,3 baths,3+1 beds,https://aurora.listing.ca/69-nisbet-dr.N4997887.htm#9h-1
2020-11-24,l920878,64 Sandfield Dr,Sandfield Dr,Aurora Highlands,Aurora,$799000,3 baths,3 beds,https://aurora.listing.ca/64-sandfield-dr.N4998415.htm#9h-1
2020-11-24,l920868,23 Match Point Crt,Match Point Crt,Aurora Estates,Aurora,$1180000,4 baths,4 beds,https://aurora.listing.ca/23-match-point-crt.N4998449.htm#9h-2
2020-11-25,l921542,35 Hammond Dr,Hammond Dr,Aurora Heights,Aurora,$1268000,4 baths,4+2 beds,https://aurora.listing.ca/35-hammond-dr.N4999254.htm#9h-1
2020-11-25,l921536,107 Temperance St,Temperance St,Aurora Village,Aurora,$878000,3 baths,3+1 beds,https://aurora.listing.ca/107-temperance-st.N4999234.htm#9h-2
2020-11-25,l921487,104 Bilbrough St,Bilbrough St,Bayview Northeast,Aurora,$799000,3 baths,3 beds,https://aurora.listing.ca/104-bilbrough-st.N4999225.htm#9h-3
2020-11-26,l922640,366 Pinnacle Tr,Pinnacle Tr,Bayview Wellington,Aurora,$790000,3 baths,3 beds,https://aurora.listing.ca/366-pinnacle-tr.N5000504.htm#9h-1
2020-11-27,l923512,93 Aurora Heights Dr,Aurora Heights Dr,Aurora Heights,Aurora,$910000,3 baths,3+2 beds,https://aurora.listing.ca/93-aurora-heights-dr.N5001623.htm#9h-1
2020-11-27,l923496,41 Spruce St,Spruce St,Aurora Village,Aurora,$1450000,8 baths,5 beds,https://aurora.listing.ca/41-spruce-st.N5001531.htm#9h-2
2020-11-27,l923486,155 Walton Dr,Walton Dr,Aurora Village,Aurora,$980000,3 baths,4 beds,https://aurora.listing.ca/155-walton-dr.N5001460.htm#9h-3
2020-11-27,l923477,58 Woodroof Cres,Woodroof Cres,Bayview Wellington,Aurora,$724900,3 baths,3 beds,https://aurora.listing.ca/58-woodroof-cres.N5001461.htm#9h-4
2020-11-27,l923342,160 Wellington St 315,Wellington St,Aurora Village,Aurora,$445000,2 baths,2 beds,https://aurora.listing.ca/160-wellington-st-315.N5001609.htm#9h-5
2020-11-27,l923270,159 River Ridge Blvd,River Ridge Blvd,Bayview Northeast,Aurora,$1088800,4 baths,4+3 beds,https://aurora.listing.ca/159-river-ridge-blvd.N5001373.htm#9h-6
2020-11-27,l922991,14 Laurwood Crt,Laurwood Crt,Aurora Heights,Aurora,$999900,4 baths,4+2 beds,https://aurora.listing.ca/14-laurwood-crt.N5000849.htm#9h-7
2020-11-27,l922869,14924 Yonge St 703,Yonge St,Aurora Highlands,Aurora,$788000,2 baths,2 beds,https://aurora.listing.ca/14924-yonge-st-703.N4978918.htm#9h-8
2020-11-30,l924276,370 Hartwell Way,Hartwell Way,Rural Aurora,Aurora,$1198000,4 baths,4 beds,https://aurora.listing.ca/370-hartwell-way.N5002617.htm#9h-1
2020-11-30,l924273,161 Mcclellan Way,Mcclellan Way,Aurora Highlands,Aurora,$1599888,5 baths,5 beds,https://aurora.listing.ca/161-mcclellan-way.N5002576.htm#9h-2
2020-11-30,l924102,16 Chouinard Way,Chouinard Way,Rural Aurora,Aurora,$959000,3 baths,3 beds,https://aurora.listing.ca/16-chouinard-way.N5002366.htm#9h-3
2020-12-01,l925339,10 Northern Dancer Lane,Northern Dancer Lane,Bayview Wellington,Aurora,$5388882,5 baths,4 beds,https://aurora.listing.ca/10-northern-dancer-lane.N5003825.htm#9h-1
2020-12-01,l925134,15 Downey Circ,Downey Circ,Bayview Wellington,Aurora,$1195000,3 baths,4 beds,https://aurora.listing.ca/15-downey-circ.N5003418.htm#9h-2
2020-12-01,l925557,400 Alex Gardner Circ 68,Alex Gardner Circ,Aurora Heights,Aurora,$689000,3 baths,2 beds,https://aurora.listing.ca/400-alex-gardner-circ-68.N5053129.htm#9h-1
2020-12-02,l926498,180 John West Way 403,John West Way,Bayview Wellington,Aurora,$699000,2 baths,2+1 beds,https://aurora.listing.ca/180-john-west-way-403.N5054404.htm#9h-1
2020-12-02,l926073,4 Morning Cres,Morning Cres,Aurora Highlands,Aurora,$1539999,4 baths,3+2 beds,https://aurora.listing.ca/4-morning-cres.N5053574.htm#9h-2
2020-12-03,l926699,15277 Yonge St 414,Yonge St,Aurora Village,Aurora,$1025000,2 baths,2+1 beds,https://aurora.listing.ca/15277-yonge-st-414.N5054651.htm#9h-1
2020-12-04,l928131,555 Wellington St,Wellington St,Aurora Highlands,Aurora,$1660000,2 baths,3 beds,https://aurora.listing.ca/555-wellington-st.N5056356.htm#9h-1
2020-12-04,l927761,111 Civic Square Gate 207,Civic Square Gate,Bayview Wellington,Aurora,$639000,2 baths,2 beds,https://aurora.listing.ca/111-civic-square-gate-207.N5056192.htm#9h-2
2020-12-07,l929404,11 Ransom St,Ransom St,Aurora Highlands,Aurora,$1299999,4 baths,4+1 beds,https://aurora.listing.ca/11-ransom-st.N5057944.htm#9h-1
2020-12-07,l928993,95 Lensmith Dr,Lensmith Dr,Aurora Highlands,Aurora,$1498000,4 baths,4+2 beds,https://aurora.listing.ca/95-lensmith-dr.N5057528.htm#9h-2
2020-12-07,l928765,74 Lensmith Dr,Lensmith Dr,Aurora Highlands,Aurora,$1599900,6 baths,4+1 beds,https://aurora.listing.ca/74-lensmith-dr.N5057074.htm#9h-3
2020-12-07,l928755,91 Morland Cres,Morland Cres,Bayview Northeast,Aurora,$1399000,5 baths,4+3 beds,https://aurora.listing.ca/91-morland-cres.N5056992.htm#9h-4
2020-12-07,l928637,232 Milestone Cres,Milestone Cres,Aurora Village,Aurora,$549999,2 baths,3 beds,https://aurora.listing.ca/232-milestone-cres.N5057322.htm#9h-5
2020-12-07,l928631,85 Wellington St 304,Wellington St,Aurora Village,Aurora,$625000,3 baths,2+1 beds,https://aurora.listing.ca/85-wellington-st-304.N5057192.htm#9h-6
2020-12-07,l929832,20 Primeau Dr,Primeau Dr,Aurora Grove,Aurora,$749000,3 baths,3 beds,https://aurora.listing.ca/20-primeau-dr.N5058500.htm#9h-1
2020-12-07,l929830,23 Beechbrooke Way,Beechbrooke Way,Aurora Highlands,Aurora,$1088000,4 baths,4+1 beds,https://aurora.listing.ca/23-beechbrooke-way.N5058484.htm#9h-2
2020-12-07,l929809,15 Degraaf Cres,Degraaf Cres,Rural Aurora,Aurora,$999888,3 baths,4 beds,https://aurora.listing.ca/15-degraaf-cres.N5058272.htm#9h-3
2020-12-07,l929807,15 Timberlane Blvd,Timberlane Blvd,Aurora Estates,Aurora,$1299000,4 baths,4 beds,https://aurora.listing.ca/15-timberlane-blvd.N5058241.htm#9h-4
2020-12-07,l929716,81 Stonecliffe Cres,Stonecliffe Cres,Aurora Estates,Aurora,$1025000,3 baths,3 beds,https://aurora.listing.ca/81-stonecliffe-cres.N5058350.htm#9h-5
2020-12-08,l930361,200 Alex Gardner Circ 33,Alex Gardner Circ,Aurora Heights,Aurora,$678800,3 baths,2 beds,https://aurora.listing.ca/200-alex-gardner-circ-33.N5059575.htm#9h-1
2020-12-08,l930700,45 Zokol Dr,Zokol Dr,Bayview Northeast,Aurora,$799000,4 baths,3+1 beds,https://aurora.listing.ca/45-zokol-dr.N5060185.htm#9h-1
2020-12-08,l930683,111 Metcalfe St,Metcalfe St,Aurora Village,Aurora,$1200000,0 baths,0 beds,https://aurora.listing.ca/111-metcalfe-st.N5060000.htm#9h-2
2020-12-08,l930640,27 Match Point Crt,Match Point Crt,Aurora Estates,Aurora,$1180000,4 baths,4 beds,https://aurora.listing.ca/27-match-point-crt.N5060027.htm#9h-3
2020-12-09,l931438,27 Aspen Leaf Crt,Aspen Leaf Crt,Hills of St Andrew,Aurora,$1749000,5 baths,4 beds,https://aurora.listing.ca/27-aspen-leaf-crt.N5061070.htm#9h-1
2020-12-10,l932000,12 Eakins Dr,Eakins Dr,Bayview Northeast,Aurora,$1199000,4 baths,4 beds,https://aurora.listing.ca/12-eakins-dr.N5061938.htm#9h-1
2020-12-10,l931999,12 Eakins Dr,Eakins Dr,Bayview Northeast,Aurora,$1199000,4 baths,4 beds,https://aurora.listing.ca/12-eakins-dr.N5061937.htm#9h-2
2020-12-10,l931919,325 Milestone Cres,Milestone Cres,Aurora Village,Aurora,$449900,2 baths,3 beds,https://aurora.listing.ca/325-milestone-cres.N5061922.htm#9h-3
2020-12-10,l931866,141 Hillview Dr,Hillview Dr,Aurora Village,Aurora,$1538000,1 baths,3 beds,https://aurora.listing.ca/141-hillview-dr.N5061612.htm#9h-4
2020-12-11,l932542,103 Edward St,Edward St,Aurora Village,Aurora,$469000,0 baths,0 beds,https://aurora.listing.ca/103-edward-st.N5062764.htm#9h-1
2020-12-11,l932535,157 Orchard Heights Blvd,Orchard Heights Blvd,Aurora Heights,Aurora,$999000,3 baths,3+1 beds,https://aurora.listing.ca/157-orchard-heights-blvd.N5062513.htm#9h-2
2020-12-11,l932534,157 Orchard Heights Blvd,Orchard Heights Blvd,Aurora Heights,Aurora,$999000,3 baths,3+1 beds,https://aurora.listing.ca/157-orchard-heights-blvd.N5062511.htm#9h-3
2020-12-11,l932885,500 Alex Gardner Circ 90,Alex Gardner Circ,Aurora Heights,Aurora,$688000,3 baths,2 beds,https://aurora.listing.ca/500-alex-gardner-circ-90.N5063234.htm#9h-1
2020-12-14,l933776,30 Buchanan Cres,Buchanan Cres,Aurora Village,Aurora,$999900,3 baths,4 beds,https://aurora.listing.ca/30-buchanan-cres.N5064157.htm#9h-1
2020-12-14,l933569,14 Twelve Oaks Dr,Twelve Oaks Dr,Aurora Village,Aurora,$999000,4 baths,4+1 beds,https://aurora.listing.ca/14-twelve-oaks-dr.N5063915.htm#9h-2
2020-12-14,l933504,236 Pinnacle Tr,Pinnacle Tr,Bayview Wellington,Aurora,$799000,4 baths,3+1 beds,https://aurora.listing.ca/236-pinnacle-tr.N5063855.htm#9h-3
2020-12-14,l933458,137 Chapman Crt,Chapman Crt,Aurora Grove,Aurora,$769900,3 baths,3 beds,https://aurora.listing.ca/137-chapman-crt.N5063744.htm#9h-4
2020-12-14,l933301,159 Dawlish Ave,Dawlish Ave,Aurora Highlands,Aurora,$1245000,4 baths,4+1 beds,https://aurora.listing.ca/159-dawlish-ave.N5063554.htm#9h-5
2020-12-14,l933293,121 Zokol Dr,Zokol Dr,Bayview Northeast,Aurora,$898000,4 baths,3 beds,https://aurora.listing.ca/121-zokol-dr.N5063434.htm#9h-6
2020-12-14,l933160,300 Alex Gardner Circ 55,Alex Gardner Circ,Aurora Heights,Aurora,$688800,3 baths,2 beds,https://aurora.listing.ca/300-alex-gardner-circ-55.N5063315.htm#9h-7
2020-12-14,l934043,33 Anderson Pl,Anderson Pl,Aurora Highlands,Aurora,$714900,4 baths,3 beds,https://aurora.listing.ca/33-anderson-pl.N5064536.htm#9h-1
2020-12-15,l934428,30 Carisbrooke Circ,Carisbrooke Circ,Bayview Southeast,Aurora,$3199000,6 baths,4+2 beds,https://aurora.listing.ca/30-carisbrooke-circ.N5064790.htm#9h-1
2020-12-15,l934789,86 Chapman Crt,Chapman Crt,Aurora Grove,Aurora,$899900,3 baths,3 beds,https://aurora.listing.ca/86-chapman-crt.N5065232.htm#9h-1
2020-12-16,l935356,111 Civic Square Gate 401,Civic Square Gate,Bayview Wellington,Aurora,$529900,1 baths,1+1 beds,https://aurora.listing.ca/111-civic-square-gate-401.N5066136.htm#9h-1
2020-12-17,l935867,67 Child Dr,Child Dr,Aurora Highlands,Aurora,$1849000,5 baths,5+1 beds,https://aurora.listing.ca/67-child-dr.N5066723.htm#9h-1
2020-12-17,l935720,149 Botelho Circ,Botelho Circ,Bayview Southeast,Aurora,$1998000,5 baths,4 beds,https://aurora.listing.ca/149-botelho-circ.N5066541.htm#9h-2
2020-12-17,l935609,111 Civic Square Gate 428,Civic Square Gate,Bayview Wellington,Aurora,$679900,2 baths,2 beds,https://aurora.listing.ca/111-civic-square-gate-428.N5066380.htm#9h-3
2020-12-17,l936068,87 Snedden Ave,Snedden Ave,Bayview Wellington,Aurora,$728888,3 baths,3 beds,https://aurora.listing.ca/87-snedden-ave.N5066875.htm#9h-1
2020-12-22,l937893,15277 Yonge St 609,Yonge St,Aurora Village,Aurora,$659000,2 baths,2 beds,https://aurora.listing.ca/15277-yonge-st-609.N5069196.htm#9h-1
2020-12-22,l937688,555 William Graham Dr 351,William Graham Dr,Rural Aurora,Aurora,$530000,2 baths,1+1 beds,https://aurora.listing.ca/555-william-graham-dr-351.N5069079.htm#9h-2
2020-12-22,l937595,28 Hartwell Way,Hartwell Way,Bayview Northeast,Aurora,$1200000,5 baths,4+2 beds,https://aurora.listing.ca/28-hartwell-way.N5068849.htm#9h-3
2020-12-22,l936883,100 Alex Gardner Circ 6,Alex Gardner Circ,Aurora Heights,Aurora,$679900,3 baths,2 beds,https://aurora.listing.ca/100-alex-gardner-circ-6.N5067991.htm#9h-4
2020-12-22,l936713,71 Tyler St,Tyler St,Aurora Village,Aurora,$1449900,2 baths,4 beds,https://aurora.listing.ca/71-tyler-st.N5067807.htm#9h-5
2020-12-22,l936508,19 Mcroberts Pl,Mcroberts Pl,Aurora Estates,Aurora,$3299800,5 baths,4+2 beds,https://aurora.listing.ca/19-mcroberts-pl.N5067522.htm#9h-6
2020-12-22,l936170,223 Milestone Cres,Milestone Cres,Aurora Village,Aurora,$599000,3 baths,3 beds,https://aurora.listing.ca/223-milestone-cres.N5067224.htm#9h-7
