ID,Address,Street,Neighbourhood,City,Price,Bathroom,Bedroom,Link
2020-10-29,l896977,38 Shadow Falls Dr,Shadow Falls Dr,Jefferson,Richmond Hill,$1499000,4 baths,4+1 beds,https://richmond-hill.listing.ca/38-shadow-falls-dr.N4969199.htm#1-y
2020-10-29,l896971,217 Valleymede Dr,Valleymede Dr,Doncrest,Richmond Hill,$1599000,4 baths,5 beds,https://richmond-hill.listing.ca/217-valleymede-dr.N4969065.htm#1-z
2020-10-29,l896807,11611 Yonge St Ph02,Yonge St,Jefferson,Richmond Hill,$599000,2 baths,2 beds,https://richmond-hill.listing.ca/11611-yonge-st-ph02.N4968998.htm#1-10
2020-10-30,l899456,91 Duncan Rd,Duncan Rd,Langstaff,Richmond Hill,$4688000,7 baths,5+1 beds,https://richmond-hill.listing.ca/91-duncan-rd.N4972374.htm#1-3
2020-10-30,l899451,9 Provence Crt,Provence Crt,Rural Richmond Hill,Richmond Hill,$1990000,6 baths,5 beds,https://richmond-hill.listing.ca/9-provence-crt.N4972327.htm#1-4
2020-10-30,l899395,398 Highway 7 307,Highway 7,Doncrest,Richmond Hill,$539900,1 baths,1+1 beds,https://richmond-hill.listing.ca/398-highway-7-307.N4972399.htm#1-5
2020-10-30,l899315,418 Paradelle Dr,Paradelle Dr,Oak Ridges,Richmond Hill,$1629000,5 baths,3+1 beds,https://richmond-hill.listing.ca/418-paradelle-dr.N4971963.htm#1-6
2020-10-30,l899295,72 Elm Grove Ave,Elm Grove Ave,Oak Ridges,Richmond Hill,$2649888,5 baths,5+2 beds,https://richmond-hill.listing.ca/72-elm-grove-ave.N4971665.htm#1-7
2020-10-30,l899266,56 Nightstar Dr,Nightstar Dr,Observatory,Richmond Hill,$1290000,3 baths,4 beds,https://richmond-hill.listing.ca/56-nightstar-dr.N4971800.htm#1-8
2020-10-30,l899254,72 Brass Dr,Brass Dr,Jefferson,Richmond Hill,$1480000,5 baths,4+1 beds,https://richmond-hill.listing.ca/72-brass-dr.N4971127.htm#1-9
2020-10-30,l899246,15 Vomano St,Vomano St,Mill Pond,Richmond Hill,$1948000,4 baths,4 beds,https://richmond-hill.listing.ca/15-vomano-st.N4972047.htm#1-a
2020-10-30,l899089,66 Springbrook Dr,Springbrook Dr,Langstaff,Richmond Hill,$2890000,7 baths,5 beds,https://richmond-hill.listing.ca/66-springbrook-dr.N4971772.htm#1-b
2020-10-30,l899088,53 Quetico Dr,Quetico Dr,Langstaff,Richmond Hill,$998800,4 baths,4 beds,https://richmond-hill.listing.ca/53-quetico-dr.N4971623.htm#1-c
2020-10-30,l899050,9618 Yonge St,Yonge St,North Richvale,Richmond Hill,$549000,1 baths,1+1 beds,https://richmond-hill.listing.ca/9618-yonge-st.N4971933.htm#1-d
2020-10-30,l899023,75 Norman Bethune Ave 607,Norman Bethune Ave,Beaver Creek Business Park,Richmond Hill,$459900,1 baths,1 beds,https://richmond-hill.listing.ca/75-norman-bethune-ave-607.N4971989.htm#1-e
2020-10-30,l899004,23 Oneida Cres 902,Oneida Cres,Langstaff,Richmond Hill,$525000,1 baths,2 beds,https://richmond-hill.listing.ca/23-oneida-cres-902.N4971657.htm#1-f
2020-10-30,l898986,190 Harding Blvd 166,Harding Blvd,North Richvale,Richmond Hill,$889900,3 baths,3 beds,https://richmond-hill.listing.ca/190-harding-blvd-166.N4971911.htm#1-g
2020-10-30,l898858,185 Oneida Cres 919,Oneida Cres,Langstaff,Richmond Hill,$447800,1 baths,1 beds,https://richmond-hill.listing.ca/185-oneida-cres-919.N4971722.htm#1-h
2020-10-30,l898738,74 Ruffle Lane,Ruffle Lane,Oak Ridges,Richmond Hill,$969900,4 baths,3 beds,https://richmond-hill.listing.ca/74-ruffle-lane.N4971461.htm#1-i
2020-10-30,l898721,49 Alhart St,Alhart St,Jefferson,Richmond Hill,$1348800,3 baths,4 beds,https://richmond-hill.listing.ca/49-alhart-st.N4971237.htm#1-j
2020-10-30,l898716,54 Wheelwright Dr,Wheelwright Dr,Oak Ridges Lake Wilcox,Richmond Hill,$999000,3 baths,3 beds,https://richmond-hill.listing.ca/54-wheelwright-dr.N4971193.htm#1-k
2020-10-30,l898561,9205 Yonge St 319,Yonge St,Observatory,Richmond Hill,$439800,1 baths,1 beds,https://richmond-hill.listing.ca/9205-yonge-st-319.N4971511.htm#1-l
2020-11-03,l902775,32 Winterport Crt,Winterport Crt,South Richvale,Richmond Hill,$2799800,6 baths,4+2 beds,https://richmond-hill.listing.ca/32-winterport-crt.N4976415.htm#1-3
2020-11-03,l902772,1 Sequin Dr,Sequin Dr,Jefferson,Richmond Hill,$1338000,6 baths,4+1 beds,https://richmond-hill.listing.ca/1-sequin-dr.N4976376.htm#1-4
2020-11-03,l902704,24 Paper Mills Cres,Paper Mills Cres,Jefferson,Richmond Hill,$1124990,4 baths,4 beds,https://richmond-hill.listing.ca/24-paper-mills-cres.N4976308.htm#1-5
2020-11-03,l902701,5 Colby Lane,Colby Lane,South Richvale,Richmond Hill,$4999000,8 baths,5+4 beds,https://richmond-hill.listing.ca/5-colby-lane.N4976293.htm#1-6
2020-11-03,l902695,3 Edmund Cres,Edmund Cres,Bayview Hill,Richmond Hill,$3298000,6 baths,5+2 beds,https://richmond-hill.listing.ca/3-edmund-cres.N4976202.htm#1-7
2020-11-03,l902692,72 Sequin Dr,Sequin Dr,Jefferson,Richmond Hill,$889000,4 baths,3 beds,https://richmond-hill.listing.ca/72-sequin-dr.N4976189.htm#1-8
2020-11-03,l902440,20 Teseo Crt,Teseo Crt,Doncrest,Richmond Hill,$1650000,4 baths,4 beds,https://richmond-hill.listing.ca/20-teseo-crt.N4976150.htm#1-9
2020-11-03,l902429,40 Carlow Lane,Carlow Lane,Westbrook,Richmond Hill,$998800,3 baths,3 beds,https://richmond-hill.listing.ca/40-carlow-lane.N4976028.htm#1-a
2020-11-03,l902428,101 Woodriver St,Woodriver St,Devonsleigh,Richmond Hill,$999000,4 baths,4 beds,https://richmond-hill.listing.ca/101-woodriver-st.N4976022.htm#1-b
2020-11-03,l902426,63 Beasley Dr,Beasley Dr,Mill Pond,Richmond Hill,$1319900,3 baths,4 beds,https://richmond-hill.listing.ca/63-beasley-dr.N4975967.htm#1-c
2020-11-03,l902410,34 Futura Ave,Futura Ave,Rouge Woods,Richmond Hill,$1090000,3 baths,4 beds,https://richmond-hill.listing.ca/34-futura-ave.N4975798.htm#1-d
2020-11-03,l902406,199 Rothbury Rd,Rothbury Rd,Westbrook,Richmond Hill,$2299000,6 baths,5 beds,https://richmond-hill.listing.ca/199-rothbury-rd.N4975759.htm#1-e
2020-11-03,l902398,41 Cedarhurst Dr,Cedarhurst Dr,Devonsleigh,Richmond Hill,$1198000,3 baths,4 beds,https://richmond-hill.listing.ca/41-cedarhurst-dr.N4975680.htm#1-f
2020-11-03,l902373,59 Loredana Crt,Loredana Crt,Langstaff,Richmond Hill,$1269000,4 baths,3+1 beds,https://richmond-hill.listing.ca/59-loredana-crt.N4952403.htm#1-g
2020-11-03,l902199,23 Observatory Lane 246,Observatory Lane,Observatory,Richmond Hill,$828888,3 baths,3 beds,https://richmond-hill.listing.ca/23-observatory-lane-246.N4975840.htm#1-h
2020-11-03,l902196,9471 Yonge St 626,Yonge St,Observatory,Richmond Hill,$478800,1 baths,1 beds,https://richmond-hill.listing.ca/9471-yonge-st-626.N4975781.htm#1-i
2020-11-03,l902185,50 Baif Blvd 205,Baif Blvd,North Richvale,Richmond Hill,$639000,2 baths,3 beds,https://richmond-hill.listing.ca/50-baif-blvd-205.N4975568.htm#1-j
2020-11-03,l902183,398 Highway 7 St 509,Highway 7 St,Doncrest,Richmond Hill,$719000,2 baths,2 beds,https://richmond-hill.listing.ca/398-highway-7-st-509.N4975536.htm#1-k
2020-11-03,l901837,242 Elmwood Ave,Elmwood Ave,Harding,Richmond Hill,$1068000,3 baths,4+1 beds,https://richmond-hill.listing.ca/242-elmwood-ave.N4975106.htm#1-l
2020-11-03,l901817,55 Frank Endean Rd,Frank Endean Rd,Rouge Woods,Richmond Hill,$1699999,4 baths,4 beds,https://richmond-hill.listing.ca/55-frank-endean-rd.N4974947.htm#1-m
2020-11-03,l901805,45 Oak Ave,Oak Ave,South Richvale,Richmond Hill,$3698800,7 baths,4+2 beds,https://richmond-hill.listing.ca/45-oak-ave.N4974812.htm#1-n
2020-11-03,l901428,133 Jefferson Forest Dr,Jefferson Forest Dr,Jefferson,Richmond Hill,$1598800,4 baths,4+2 beds,https://richmond-hill.listing.ca/133-jefferson-forest-dr.N4974760.htm#1-o
2020-11-03,l901426,151 Hillsview Dr Lot 11,Hillsview Dr,Observatory,Richmond Hill,$2839990,7 baths,4+2 beds,https://richmond-hill.listing.ca/151-hillsview-dr-lot-11.N4974734.htm#1-p
2020-11-03,l901402,155 Hillsview Dr Lot 13,Hillsview Dr,Observatory,Richmond Hill,$2674990,7 baths,4+2 beds,https://richmond-hill.listing.ca/155-hillsview-dr-lot-13.N4974712.htm#1-q
2020-11-03,l901375,84 Wolf Trail Cres,Wolf Trail Cres,Jefferson,Richmond Hill,$1499900,4 baths,4+1 beds,https://richmond-hill.listing.ca/84-wolf-trail-cres.N4974695.htm#1-r
2020-11-03,l901272,1 Lynngrove Cres,Lynngrove Cres,Doncrest,Richmond Hill,$1788800,4 baths,4+1 beds,https://richmond-hill.listing.ca/1-lynngrove-cres.N4974544.htm#1-s
2020-11-03,l901268,243 Baker Ave,Baker Ave,Harding,Richmond Hill,$2290000,15 baths,5 beds,https://richmond-hill.listing.ca/243-baker-ave.N4974485.htm#1-t
2020-11-03,l901227,75 King William Cres 713,King William Cres,Langstaff,Richmond Hill,$462900,1 baths,1 beds,https://richmond-hill.listing.ca/75-king-william-cres-713.N4974476.htm#1-u
2020-11-03,l901127,53 Angelica Ave,Angelica Ave,Rouge Woods,Richmond Hill,$1199900,6 baths,5 beds,https://richmond-hill.listing.ca/53-angelica-ave.N4974413.htm#1-v
2020-11-03,l901126,62 Lorridge St,Lorridge St,Oak Ridges,Richmond Hill,$1299000,4 baths,4 beds,https://richmond-hill.listing.ca/62-lorridge-st.N4974411.htm#1-w
2020-11-03,l901124,7 Fitzwilliam Ave,Fitzwilliam Ave,Oak Ridges Lake Wilcox,Richmond Hill,$1250000,3 baths,4 beds,https://richmond-hill.listing.ca/7-fitzwilliam-ave.N4974319.htm#1-x
2020-11-03,l901078,370 Red Maple Rd 16,Red Maple Rd,Langstaff,Richmond Hill,$749000,2 baths,3 beds,https://richmond-hill.listing.ca/370-red-maple-rd-16.N4974290.htm#1-y
2020-11-03,l901013,39 Glenarden Cres,Glenarden Cres,Bayview Hill,Richmond Hill,$2298000,4 baths,4 beds,https://richmond-hill.listing.ca/39-glenarden-cres.N4974249.htm#1-z
2020-11-03,l900888,72 Dariole Dr,Dariole Dr,Oak Ridges Lake Wilcox,Richmond Hill,$968000,3 baths,3 beds,https://richmond-hill.listing.ca/72-dariole-dr.N4974186.htm#1-10
2020-11-03,l900886,259 Taylor Mills Dr,Taylor Mills Dr,Crosby,Richmond Hill,$849000,2 baths,3+2 beds,https://richmond-hill.listing.ca/259-taylor-mills-dr.N4974173.htm#1-11
2020-11-03,l900827,310 Red Maple Rd 409,Red Maple Rd,Langstaff,Richmond Hill,$469900,1 baths,1 beds,https://richmond-hill.listing.ca/310-red-maple-rd-409.N4974162.htm#1-12
2020-11-03,l900817,65 Oneida Cres 709,Oneida Cres,Langstaff,Richmond Hill,$659900,2 baths,2 beds,https://richmond-hill.listing.ca/65-oneida-cres-709.N4973999.htm#1-13
2020-11-03,l900702,96 Strathearn Ave,Strathearn Ave,Bayview Hill,Richmond Hill,$2388000,5 baths,4+2 beds,https://richmond-hill.listing.ca/96-strathearn-ave.N4973918.htm#1-14
2020-11-03,l900699,249 Carrville Rd,Carrville Rd,South Richvale,Richmond Hill,$2999000,6 baths,4+1 beds,https://richmond-hill.listing.ca/249-carrville-rd.N4973892.htm#1-15
2020-11-03,l900696,66 Bel Canto Cres,Bel Canto Cres,Oak Ridges Lake Wilcox,Richmond Hill,$1299000,5 baths,4+1 beds,https://richmond-hill.listing.ca/66-bel-canto-cres.N4973850.htm#1-16
2020-11-03,l900598,259 Bloomington Rd,Bloomington Rd,Oak Ridges,Richmond Hill,$799000,4 baths,3+1 beds,https://richmond-hill.listing.ca/259-bloomington-rd.N4973776.htm#1-17
2020-11-03,l900597,75 Amulet Cres,Amulet Cres,Rouge Woods,Richmond Hill,$899000,3 baths,4 beds,https://richmond-hill.listing.ca/75-amulet-cres.N4973773.htm#1-18
2020-11-03,l900542,105 Trayborn Dr,Trayborn Dr,Mill Pond,Richmond Hill,$1288000,2 baths,3+1 beds,https://richmond-hill.listing.ca/105-trayborn-dr.N4973750.htm#1-19
2020-11-03,l900278,108 Moray Ave,Moray Ave,Oak Ridges Lake Wilcox,Richmond Hill,$2399800,6 baths,4 beds,https://richmond-hill.listing.ca/108-moray-ave.N4973181.htm#1-1a
2020-11-03,l900261,12 Kennington Crt,Kennington Crt,Oak Ridges Lake Wilcox,Richmond Hill,$1598000,4 baths,4+1 beds,https://richmond-hill.listing.ca/12-kennington-crt.N4972655.htm#1-1b
2020-11-03,l900113,28 Ormerod Lane,Ormerod Lane,Devonsleigh,Richmond Hill,$599000,4 baths,2+1 beds,https://richmond-hill.listing.ca/28-ormerod-lane.N4973239.htm#1-1c
2020-11-03,l899853,19 Glenhurst Rd,Glenhurst Rd,Doncrest,Richmond Hill,$1488888,5 baths,4+2 beds,https://richmond-hill.listing.ca/19-glenhurst-rd.N4972931.htm#1-1d
2020-11-03,l899849,85 Sunridge St,Sunridge St,Oak Ridges,Richmond Hill,$1249900,4 baths,4 beds,https://richmond-hill.listing.ca/85-sunridge-st.N4972870.htm#1-1e
2020-11-03,l899828,24 Day Lily Cres,Day Lily Cres,South Richvale,Richmond Hill,$2799000,5 baths,4+2 beds,https://richmond-hill.listing.ca/24-day-lily-cres.N4972625.htm#1-1f
2020-11-03,l899823,17 Aztec Crt,Aztec Crt,Westbrook,Richmond Hill,$1280000,3 baths,4 beds,https://richmond-hill.listing.ca/17-aztec-crt.N4972595.htm#1-1g
2020-11-03,l899821,49 Pemberton Rd,Pemberton Rd,North Richvale,Richmond Hill,$1650000,3 baths,4 beds,https://richmond-hill.listing.ca/49-pemberton-rd.N4972590.htm#1-1h
2020-11-03,l899812,84 Gemini Cres,Gemini Cres,Rouge Woods,Richmond Hill,$1380000,5 baths,4+1 beds,https://richmond-hill.listing.ca/84-gemini-cres.N4972524.htm#1-1i
2020-11-03,l899808,232 Bantry Ave,Bantry Ave,Langstaff,Richmond Hill,$1190000,4 baths,3 beds,https://richmond-hill.listing.ca/232-bantry-ave.N4861935.htm#1-1j
2020-11-03,l899678,9471 Yonge St 544,Yonge St,North Richvale,Richmond Hill,$549800,2 baths,1+1 beds,https://richmond-hill.listing.ca/9471-yonge-st-544.N4972585.htm#1-1k
2020-11-04,l903992,37 Gemini Cres,Gemini Cres,Rouge Woods,Richmond Hill,$1589000,5 baths,4+3 beds,https://richmond-hill.listing.ca/37-gemini-cres.N4977928.htm#1-3
2020-11-04,l903989,102 Giardina Cres,Giardina Cres,Bayview Hill,Richmond Hill,$2250000,5 baths,5 beds,https://richmond-hill.listing.ca/102-giardina-cres.N4977899.htm#1-4
2020-11-04,l903924,21 Leary Cres,Leary Cres,Westbrook,Richmond Hill,$1699800,4 baths,4 beds,https://richmond-hill.listing.ca/21-leary-cres.N4977858.htm#1-5
2020-11-04,l903920,118 Eleanor Circ,Eleanor Circ,South Richvale,Richmond Hill,$1199000,4 baths,4 beds,https://richmond-hill.listing.ca/118-eleanor-circ.N4977801.htm#1-6
2020-11-04,l903916,51 Callowhill Ave,Callowhill Ave,Langstaff,Richmond Hill,$1399900,4 baths,4+1 beds,https://richmond-hill.listing.ca/51-callowhill-ave.N4977756.htm#1-7
2020-11-04,l903914,58 Luba Ave,Luba Ave,Devonsleigh,Richmond Hill,$1298888,3 baths,5 beds,https://richmond-hill.listing.ca/58-luba-ave.N4977747.htm#1-8
2020-11-04,l903911,142 Elmwood Ave,Elmwood Ave,Harding,Richmond Hill,$2588000,5 baths,4+2 beds,https://richmond-hill.listing.ca/142-elmwood-ave.N4977723.htm#1-9
2020-11-04,l903859,75 Weldrick Rd 837,Weldrick Rd,Observatory,Richmond Hill,$539000,2 baths,2 beds,https://richmond-hill.listing.ca/75-weldrick-rd-837.N4977769.htm#1-a
2020-11-04,l903659,249 Tampico Rd,Tampico Rd,Mill Pond,Richmond Hill,$900000,3 baths,4 beds,https://richmond-hill.listing.ca/249-tampico-rd.N4977450.htm#1-b
2020-11-04,l903644,30 Brightside Ave,Brightside Ave,Jefferson,Richmond Hill,$1518000,4 baths,4 beds,https://richmond-hill.listing.ca/30-brightside-ave.N4977239.htm#1-c
2020-11-04,l903639,61 Hartney Dr,Hartney Dr,Rural Richmond Hill,Richmond Hill,$1499000,3 baths,4 beds,https://richmond-hill.listing.ca/61-hartney-dr.N4977121.htm#1-d
2020-11-04,l903627,50 Garland Cres,Garland Cres,Rouge Woods,Richmond Hill,$1499900,4 baths,4+1 beds,https://richmond-hill.listing.ca/50-garland-cres.N4977005.htm#1-e
2020-11-04,l903625,11 Guildwood Dr,Guildwood Dr,Harding,Richmond Hill,$1188000,3 baths,3 beds,https://richmond-hill.listing.ca/11-guildwood-dr.N4976933.htm#1-f
2020-11-04,l903458,9205 Yonge St 201,Yonge St,Langstaff,Richmond Hill,$599000,2 baths,2+1 beds,https://richmond-hill.listing.ca/9205-yonge-st-201.N4977426.htm#1-g
2020-11-04,l903447,9201 Yonge St 802,Yonge St,Langstaff,Richmond Hill,$499000,1 baths,1+1 beds,https://richmond-hill.listing.ca/9201-yonge-st-802.N4977124.htm#1-h
2020-11-04,l903257,223 Alsace Rd,Alsace Rd,Crosby,Richmond Hill,$829900,2 baths,3+2 beds,https://richmond-hill.listing.ca/223-alsace-rd.N4976755.htm#1-i
2020-11-04,l903184,44 Bond Cres,Bond Cres,Oak Ridges,Richmond Hill,$2695000,5 baths,4 beds,https://richmond-hill.listing.ca/44-bond-cres.N4976507.htm#1-j
2020-11-04,l903076,3 Greenbelt Cres,Greenbelt Cres,North Richvale,Richmond Hill,$1099000,4 baths,4+1 beds,https://richmond-hill.listing.ca/3-greenbelt-cres.N4976423.htm#1-k
2020-11-04,l903058,8501 Bayview Ave 502,Bayview Ave,Doncrest,Richmond Hill,$529800,2 baths,2+1 beds,https://richmond-hill.listing.ca/8501-bayview-ave-502.N4976582.htm#1-l
2020-11-04,l903026,9205 Yonge St 1503,Yonge St,Langstaff,Richmond Hill,$538000,1 baths,1+1 beds,https://richmond-hill.listing.ca/9205-yonge-st-1503.N4976898.htm#1-m
2020-11-04,l903025,55 Oneida Cres 105,Oneida Cres,Langstaff,Richmond Hill,$598800,1 baths,2+1 beds,https://richmond-hill.listing.ca/55-oneida-cres-105.N4976886.htm#1-n
2020-11-04,l902974,9600 Yonge St 510B,Yonge St,North Richvale,Richmond Hill,$499999,2 baths,1+1 beds,https://richmond-hill.listing.ca/9600-yonge-st-510b.N4976909.htm#1-o
2020-11-04,l902889,376 Highway 7 Rd 116,Highway 7 Rd,Doncrest,Richmond Hill,$529000,2 baths,1+1 beds,https://richmond-hill.listing.ca/376-highway-7-rd-116.N4976863.htm#1-p
2020-11-04,l904449,51 Dariole Dr,Dariole Dr,Oak Ridges Lake Wilcox,Richmond Hill,$998000,3 baths,3 beds,https://richmond-hill.listing.ca/51-dariole-dr.N4978268.htm#1-3
2020-11-04,l904425,53 Walkview Cres,Walkview Cres,Oak Ridges,Richmond Hill,$798000,4 baths,3+1 beds,https://richmond-hill.listing.ca/53-walkview-cres.N4978061.htm#1-4
2020-11-04,l904409,18 Litchi Crt,Litchi Crt,Oak Ridges Lake Wilcox,Richmond Hill,$1388000,4 baths,4+1 beds,https://richmond-hill.listing.ca/18-litchi-crt.N4978166.htm#1-5
2020-11-04,l904327,43 Queensmill Crct,Queensmill Crct,Doncrest,Richmond Hill,$935000,3 baths,3 beds,https://richmond-hill.listing.ca/43-queensmill-crct.N4978222.htm#1-6
2020-11-04,l904214,51 Baffin Crt 506,Baffin Crt,Langstaff,Richmond Hill,$429900,1 baths,1 beds,https://richmond-hill.listing.ca/51-baffin-crt-506.N4978235.htm#1-7
2020-11-04,l904147,376 Highway 7 901,Highway 7,Doncrest,Richmond Hill,$468000,2 baths,1+1 beds,https://richmond-hill.listing.ca/376-highway-7-901.N4978283.htm#1-8
2020-11-05,l905127,161 Kingshill Rd,Kingshill Rd,Oak Ridges,Richmond Hill,$1264900,3 baths,4 beds,https://richmond-hill.listing.ca/161-kingshill-rd.N4979330.htm#1-3
2020-11-05,l905124,37 Yongehurst Rd,Yongehurst Rd,North Richvale,Richmond Hill,$1795000,4 baths,4+2 beds,https://richmond-hill.listing.ca/37-yongehurst-rd.N4979312.htm#1-4
2020-11-05,l905053,6 Bayview Park Lane,Bayview Park Lane,Oak Ridges Lake Wilcox,Richmond Hill,$2780000,2 baths,3+1 beds,https://richmond-hill.listing.ca/6-bayview-park-lane.N4979262.htm#1-5
2020-11-05,l905052,72 Pemberton Rd,Pemberton Rd,North Richvale,Richmond Hill,$2499000,4 baths,3 beds,https://richmond-hill.listing.ca/72-pemberton-rd.N4979232.htm#1-6
2020-11-05,l904819,450 Worthington Ave 18,Worthington Ave,Oak Ridges Lake Wilcox,Richmond Hill,$1048000,3 baths,3+1 beds,https://richmond-hill.listing.ca/450-worthington-ave-18.N4979103.htm#1-7
2020-11-05,l904817,102 Summitcrest Dr,Summitcrest Dr,Devonsleigh,Richmond Hill,$1080000,5 baths,4+1 beds,https://richmond-hill.listing.ca/102-summitcrest-dr.N4979077.htm#1-8
2020-11-05,l904808,33 Routledge Dr,Routledge Dr,Oak Ridges,Richmond Hill,$1450000,5 baths,4 beds,https://richmond-hill.listing.ca/33-routledge-dr.N4978910.htm#1-9
2020-11-05,l904790,33 Aloe Ave,Aloe Ave,Oak Ridges Lake Wilcox,Richmond Hill,$1069000,3 baths,3 beds,https://richmond-hill.listing.ca/33-aloe-ave.N4978523.htm#1-a
2020-11-05,l904653,9199 Yonge St Se 714,Yonge St,Langstaff,Richmond Hill,$535000,1 baths,1+1 beds,https://richmond-hill.listing.ca/9199-yonge-st-se-714.N4978997.htm#1-b
2020-11-06,l906402,349 Sugar Maple Lane,Sugar Maple Lane,Mill Pond,Richmond Hill,$1585000,3 baths,3+1 beds,https://richmond-hill.listing.ca/349-sugar-maple-lane.N4980881.htm#1-3
2020-11-06,l906340,92 Sunridge St,Sunridge St,Oak Ridges,Richmond Hill,$898888,3 baths,3+1 beds,https://richmond-hill.listing.ca/92-sunridge-st.N4980854.htm#1-4
2020-11-06,l906338,22 Philips Lake Crt,Philips Lake Crt,Jefferson,Richmond Hill,$1949000,5 baths,4+1 beds,https://richmond-hill.listing.ca/22-philips-lake-crt.N4980847.htm#1-5
2020-11-06,l906337,55 Harding Blvd,Harding Blvd,Harding,Richmond Hill,$1890000,0 baths,0 beds,https://richmond-hill.listing.ca/55-harding-blvd.N4980842.htm#1-6
2020-11-06,l906329,78 Oldhill St,Oldhill St,Devonsleigh,Richmond Hill,$799999,4 baths,3+1 beds,https://richmond-hill.listing.ca/78-oldhill-st.N4980765.htm#1-7
2020-11-06,l906323,92 Oldhill St,Oldhill St,Devonsleigh,Richmond Hill,$869980,4 baths,3+1 beds,https://richmond-hill.listing.ca/92-oldhill-st.N4980673.htm#1-8
2020-11-06,l906320,78 Princeton Ave,Princeton Ave,Rouge Woods,Richmond Hill,$1190000,4 baths,4+1 beds,https://richmond-hill.listing.ca/78-princeton-ave.N4980660.htm#1-9
2020-11-06,l906261,255 Shaftsbury Ave 63,Shaftsbury Ave,Westbrook,Richmond Hill,$699000,4 baths,3+1 beds,https://richmond-hill.listing.ca/255-shaftsbury-ave-63.N4980859.htm#1-a
2020-11-06,l906257,350 Red Maple Rd 301,Red Maple Rd,Langstaff,Richmond Hill,$439900,1 baths,1 beds,https://richmond-hill.listing.ca/350-red-maple-rd-301.N4980775.htm#1-b
2020-11-06,l906256,75 King William Cres 703,King William Cres,Langstaff,Richmond Hill,$589000,2 baths,2 beds,https://richmond-hill.listing.ca/75-king-william-cres-703.N4980753.htm#1-c
2020-11-06,l906145,18 Belvedere Cres,Belvedere Cres,Crosby,Richmond Hill,$998800,3 baths,3 beds,https://richmond-hill.listing.ca/18-belvedere-cres.N4949327.htm#1-d
2020-11-06,l906077,66 Laurier Ave,Laurier Ave,Oak Ridges,Richmond Hill,$1198000,3 baths,4 beds,https://richmond-hill.listing.ca/66-laurier-ave.N4980160.htm#1-e
2020-11-06,l905964,323 Kerswell Dr,Kerswell Dr,Crosby,Richmond Hill,$1088800,3 baths,3+2 beds,https://richmond-hill.listing.ca/323-kerswell-dr.N4980605.htm#1-f
2020-11-06,l905902,102 Summitcrest Dr,Summitcrest Dr,Devonsleigh,Richmond Hill,$1080000,5 baths,4+1 beds,https://richmond-hill.listing.ca/102-summitcrest-dr.N4979077.htm#1-g
2020-11-06,l905890,11211 Yonge St Ph12,Yonge St,Devonsleigh,Richmond Hill,$549000,2 baths,1+1 beds,https://richmond-hill.listing.ca/11211-yonge-st-ph12.N4980206.htm#1-h
2020-11-06,l905871,75 King William Cres Lph5,King William Cres,Langstaff,Richmond Hill,$399000,1 baths,1 beds,https://richmond-hill.listing.ca/75-king-william-cres-lph5.N4980135.htm#1-i
2020-11-06,l905732,190 Harding Blvd 139,Harding Blvd,North Richvale,Richmond Hill,$780000,3 baths,3 beds,https://richmond-hill.listing.ca/190-harding-blvd-139.N4980180.htm#1-j
2020-11-06,l905673,50 Baif Blvd 705,Baif Blvd,North Richvale,Richmond Hill,$649900,2 baths,3 beds,https://richmond-hill.listing.ca/50-baif-blvd-705.N4978911.htm#1-k
2020-11-06,l905551,243 Harrygan Cres,Harrygan Cres,Mill Pond,Richmond Hill,$1250000,2 baths,3+3 beds,https://richmond-hill.listing.ca/243-harrygan-cres.N4979858.htm#1-l
2020-11-06,l905535,104 Serano Cres,Serano Cres,Jefferson,Richmond Hill,$1588000,4 baths,4 beds,https://richmond-hill.listing.ca/104-serano-cres.N4979619.htm#1-m
2020-11-06,l905337,370 Red Maple Rd 2,Red Maple Rd,Langstaff,Richmond Hill,$749000,2 baths,3 beds,https://richmond-hill.listing.ca/370-red-maple-rd-2.N4979829.htm#1-n
2020-11-06,l905330,190 Harding Blvd 206,Harding Blvd,North Richvale,Richmond Hill,$769000,4 baths,3 beds,https://richmond-hill.listing.ca/190-harding-blvd-206.N4979723.htm#1-o
2020-11-06,l905328,8763 Bayview Ave 526,Bayview Ave,Doncrest,Richmond Hill,$888000,3 baths,2 beds,https://richmond-hill.listing.ca/8763-bayview-ave-526.N4979696.htm#1-p
2020-11-06,l905327,18 Harding Blvd 422,Harding Blvd,Harding,Richmond Hill,$689900,2 baths,2 beds,https://richmond-hill.listing.ca/18-harding-blvd-422.N4979675.htm#1-q
2020-11-06,l905324,11611 Yonge St 802,Yonge St,Jefferson,Richmond Hill,$570000,2 baths,2+1 beds,https://richmond-hill.listing.ca/11611-yonge-st-802.N4979602.htm#1-r
2020-11-06,l905321,11121 Yonge St 211,Yonge St,Devonsleigh,Richmond Hill,$459000,2 baths,2 beds,https://richmond-hill.listing.ca/11121-yonge-st-211.N4979536.htm#1-s
2020-11-06,l905319,55 Oneida Cres Cres 402,Oneida Cres Cres,Langstaff,Richmond Hill,$635000,2 baths,2 beds,https://richmond-hill.listing.ca/55-oneida-cres-cres-402.N4979484.htm#1-t
2020-11-06,l905317,372 Highway 7 221,Highway 7,Doncrest,Richmond Hill,$449800,1 baths,1 beds,https://richmond-hill.listing.ca/372-highway-7-221.N4979469.htm#1-u
